20
20
89
0 0
0 1
0 2
0 3
1 0
1 1
1 2
1 3
2 0
2 1
3 0
3 1
4 0
4 1
5 0
5 1
5 2
5 3
6 0
6 1
7 0
7 1
8 0
8 1
9 0
9 1
9 2
9 3
10 0
10 1
11 0
11 1
12 0
12 1
13 0
13 1
13 2
13 3
9 19
11 19
19 19
19 18
19 17
19 16
19 15
19 14
19 13
19 12
19 11
19 10
19 9
19 8
19 7
19 6
18 19
18 18
18 17
18 16
18 15
18 14
18 13
18 12
18 11
18 10
18 9
18 8
18 7
18 6
17 19
17 18
17 14
17 10
17 6
16 19
16 18
16 14
16 10
13 10
13 11
12 11
12 12
11 12
11 13
3 10
3 11
4 11
4 12
5 12
5 13
1
9 17
5
10 3 7
6 3 8
2 3 9
1 18 10
9 17 11
